trx_id;timestamp;ip_address;trx_type;response_time
41;20/09/2017 13:22;10.17.6.4;buy_gold;13
42;20/09/2017 13:22;10.17.2.2;download_file;2
43;20/09/2017 13:23;10.17.6.3;create_account;33
44;20/09/2017 13:24;10.17.6.8;create_account;34
45;20/09/2017 13:24;10.17.2.5;delete_account;41
46;20/09/2017 13:24;10.17.7.4;download_file;24
47;20/09/2017 13:25;10.17.4.5;download_file;17
48;20/09/2017 13:26;10.17.4.1;delete_account;0
49;20/09/2017 13:26;10.17.2.3;sell_stocks;7
50;20/09/2017 13:27;10.17.7.6;create_account;2
51;20/09/2017 13:28;10.17.5.4;create_account;6
52;20/09/2017 13:28;10.17.5.2;download_file;21
53;20/09/2017 13:29;10.17.1.4;buy_gold;49
54;20/09/2017 13:29;10.17.10.8;create_account;1
55;20/09/2017 13:29;10.17.3.8;delete_account;42
56;20/09/2017 13:30;10.17.9.1;sell_stocks;19
57;20/09/2017 13:30;10.17.7.4;download_file;33
58;20/09/2017 13:31;10.17.3.1;download_file;27
59;20/09/2017 13:31;10.17.8.7;delete_account;34
60;20/09/2017 13:32;10.17.7.4;download_file;5
61;20/09/2017 13:33;10.17.6.7;delete_account;27
62;20/09/2017 13:33;10.17.3.3;create_account;16
63;20/09/2017 13:34;10.17.4.9;buy_gold;7
64;20/09/2017 13:34;10.17.8.9;download_file;4
65;20/09/2017 13:35;10.17.5.5;create_account;8
66;20/09/2017 13:35;10.17.6.9;buy_gold;15
67;20/09/2017 13:35;10.17.6.10;buy_gold;38
68;20/09/2017 13:35;10.17.10.10;download_file;35
69;20/09/2017 13:36;10.17.5.10;sell_stocks;5
70;20/09/2017 13:37;10.17.9.2;buy_gold;10
71;20/09/2017 13:37;10.17.10.7;sell_stocks;16
72;20/09/2017 13:38;10.17.7.7;delete_account;12
73;20/09/2017 13:39;10.17.4.7;delete_account;17
74;20/09/2017 13:40;10.17.5.2;delete_account;28
75;20/09/2017 13:41;10.17.1.3;delete_account;28
76;20/09/2017 13:41;10.17.4.5;download_file;41
77;20/09/2017 13:41;10.17.10.3;sell_stocks;27
78;20/09/2017 13:42;10.17.9.7;download_file;9
79;20/09/2017 13:42;10.17.2.3;sell_stocks;18
80;20/09/2017 13:42;10.17.7.6;download_file;40
81;20/09/2017 13:43;10.17.4.7;sell_stocks;45
82;20/09/2017 13:44;10.17.1.2;delete_account;43
83;20/09/2017 13:44;10.17.9.6;sell_stocks;38
84;20/09/2017 13:45;10.17.1.7;create_account;45
85;20/09/2017 13:45;10.17.3.9;delete_account;13
86;20/09/2017 13:46;10.17.4.3;buy_gold;24
87;20/09/2017 13:46;10.17.8.5;buy_gold;43
88;20/09/2017 13:47;10.17.6.3;download_file;19
89;20/09/2017 13:47;10.17.3.5;buy_gold;35
90;20/09/2017 13:48;10.17.3.10;delete_account;33
91;20/09/2017 13:49;10.17.5.1;buy_gold;29
92;20/09/2017 13:50;10.17.10.7;delete_account;35
93;20/09/2017 13:50;10.17.6.10;buy_gold;38
94;20/09/2017 13:51;10.17.3.4;download_file;8
95;20/09/2017 13:51;10.17.10.6;sell_stocks;46
96;20/09/2017 13:51;10.17.8.10;sell_stocks;24
97;20/09/2017 13:52;10.17.4.8;download_file;45
98;20/09/2017 13:53;10.17.8.3;create_account;44
99;20/09/2017 13:53;10.17.7.8;sell_stocks;47
100;20/09/2017 13:54;10.17.7.4;create_account;44
101;20/09/2017 13:54;10.17.2.1;download_file;20
102;20/09/2017 13:54;10.17.3.9;create_account;12
103;20/09/2017 13:55;10.17.9.8;sell_stocks;29
104;20/09/2017 13:55;10.17.5.9;download_file;8
105;20/09/2017 13:55;10.17.1.3;delete_account;17
106;20/09/2017 13:56;10.17.8.1;buy_gold;20
107;20/09/2017 13:56;10.17.4.3;sell_stocks;10
108;20/09/2017 13:57;10.17.10.10;delete_account;10
109;20/09/2017 13:57;10.17.3.4;buy_gold;33
110;20/09/2017 13:57;10.17.1.2;create_account;35
111;20/09/2017 13:58;10.17.1.8;download_file;19
112;20/09/2017 13:58;10.17.3.3;sell_stocks;41
113;20/09/2017 13:59;10.17.8.9;delete_account;22
114;20/09/2017 13:59;10.17.2.8;buy_gold;45
115;20/09/2017 14:00;10.17.8.2;delete_account;10
116;20/09/2017 14:00;10.17.7.7;download_file;38
117;20/09/2017 14:00;10.17.5.10;delete_account;36
118;20/09/2017 14:01;10.17.7.9;sell_stocks;28
119;20/09/2017 14:01;10.17.1.3;buy_gold;27
120;20/09/2017 14:02;10.17.9.7;sell_stocks;23
121;20/09/2017 14:02;10.17.3.8;download_file;14
122;20/09/2017 14:03;10.17.10.9;sell_stocks;17
123;20/09/2017 14:04;10.17.1.2;download_file;10
124;20/09/2017 14:04;10.17.10.1;sell_stocks;21
125;20/09/2017 14:04;10.17.4.10;create_account;17
126;20/09/2017 14:05;10.17.7.7;delete_account;45
127;20/09/2017 14:05;10.17.4.10;buy_gold;31
128;20/09/2017 14:06;10.17.9.3;sell_stocks;14
129;20/09/2017 14:06;10.17.8.10;sell_stocks;14
130;20/09/2017 14:06;10.17.9.1;create_account;29
131;20/09/2017 14:07;10.17.4.1;download_file;15
132;20/09/2017 14:08;10.17.4.5;sell_stocks;27
133;20/09/2017 14:08;10.17.9.7;create_account;15
134;20/09/2017 14:09;10.17.9.7;delete_account;20
135;20/09/2017 14:09;10.17.9.3;buy_gold;46
136;20/09/2017 14:10;10.17.6.8;download_file;45
137;20/09/2017 14:11;10.17.8.9;delete_account;10
138;20/09/2017 14:11;10.17.4.2;download_file;1
139;20/09/2017 14:11;10.17.5.3;create_account;21
140;20/09/2017 14:11;10.17.6.8;delete_account;8
141;20/09/2017 14:12;10.17.9.1;download_file;35
142;20/09/2017 14:12;10.17.2.3;create_account;34
143;20/09/2017 14:13;10.17.1.9;delete_account;2
144;20/09/2017 14:13;10.17.8.5;delete_account;16
145;20/09/2017 14:14;10.17.5.4;buy_gold;28
146;20/09/2017 14:14;10.17.5.5;create_account;6
147;20/09/2017 14:14;10.17.4.3;delete_account;39
148;20/09/2017 14:15;10.17.2.6;create_account;48
149;20/09/2017 14:15;10.17.10.6;create_account;1
150;20/09/2017 14:15;10.17.10.4;delete_account;34
151;20/09/2017 14:16;10.17.5.8;download_file;34
152;20/09/2017 14:16;10.17.9.10;delete_account;31
153;20/09/2017 14:17;10.17.2.6;buy_gold;34
154;20/09/2017 14:17;10.17.8.6;buy_gold;18
155;20/09/2017 14:18;10.17.2.5;delete_account;37
156;20/09/2017 14:18;10.17.5.5;buy_gold;34
157;20/09/2017 14:18;10.17.8.1;download_file;18
158;20/09/2017 14:19;10.17.3.3;download_file;9
159;20/09/2017 14:19;10.17.3.7;download_file;39
160;20/09/2017 14:19;10.17.7.6;sell_stocks;1
161;20/09/2017 14:19;10.17.6.4;create_account;1
162;20/09/2017 14:20;10.17.5.3;buy_gold;49
163;20/09/2017 14:20;10.17.5.1;delete_account;5
164;20/09/2017 14:21;10.17.5.10;buy_gold;20
165;20/09/2017 14:22;10.17.5.1;sell_stocks;8
166;20/09/2017 14:22;10.17.9.9;sell_stocks;39
167;20/09/2017 14:23;10.17.3.2;delete_account;13
168;20/09/2017 14:23;10.17.10.7;download_file;9
169;20/09/2017 14:24;10.17.2.6;download_file;13
170;20/09/2017 14:24;10.17.7.3;download_file;26
171;20/09/2017 14:25;10.17.8.7;delete_account;37
172;20/09/2017 14:25;10.17.7.3;buy_gold;41
173;20/09/2017 14:25;10.17.3.4;download_file;48
174;20/09/2017 14:25;10.17.10.1;create_account;32
175;20/09/2017 14:26;10.17.6.1;buy_gold;33
176;20/09/2017 14:26;10.17.2.5;sell_stocks;41
177;20/09/2017 14:26;10.17.6.7;buy_gold;46
178;20/09/2017 14:26;10.17.4.9;create_account;9
179;20/09/2017 14:27;10.17.3.6;download_file;9
180;20/09/2017 14:27;10.17.2.7;download_file;32
181;20/09/2017 14:28;10.17.4.5;buy_gold;9
182;20/09/2017 14:28;10.17.3.3;buy_gold;5
183;20/09/2017 14:29;10.17.3.9;delete_account;18
184;20/09/2017 14:29;10.17.10.9;delete_account;8
185;20/09/2017 14:30;10.17.2.3;create_account;14
186;20/09/2017 14:31;10.17.4.3;sell_stocks;44
187;20/09/2017 14:31;10.17.3.3;buy_gold;15
188;20/09/2017 14:31;10.17.9.8;download_file;15
189;20/09/2017 14:31;10.17.6.6;sell_stocks;25
190;20/09/2017 14:32;10.17.1.7;create_account;13
191;20/09/2017 14:32;10.17.3.1;download_file;7
192;20/09/2017 14:33;10.17.7.1;delete_account;33
193;20/09/2017 14:33;10.17.10.9;create_account;47
194;20/09/2017 14:33;10.17.1.6;sell_stocks;17
195;20/09/2017 14:34;10.17.7.1;create_account;4
196;20/09/2017 14:34;10.17.1.10;buy_gold;6
197;20/09/2017 14:34;10.17.1.2;download_file;17
198;20/09/2017 14:35;10.17.6.8;download_file;49
199;20/09/2017 14:36;10.17.4.1;delete_account;23
200;20/09/2017 14:36;10.17.1.4;buy_gold;21
201;20/09/2017 14:36;10.17.5.7;delete_account;45
202;20/09/2017 14:36;10.17.3.8;sell_stocks;14
203;20/09/2017 14:37;10.17.6.2;sell_stocks;42
204;20/09/2017 14:37;10.17.10.7;create_account;9
205;20/09/2017 14:37;10.17.9.2;download_file;46
206;20/09/2017 14:38;10.17.5.8;create_account;37
207;20/09/2017 14:39;10.17.1.7;delete_account;42
208;20/09/2017 14:39;10.17.8.6;buy_gold;7
209;20/09/2017 14:39;10.17.10.8;buy_gold;15
210;20/09/2017 14:39;10.17.4.8;create_account;1
211;20/09/2017 14:39;10.17.2.8;download_file;12
212;20/09/2017 14:40;10.17.1.2;delete_account;27
213;20/09/2017 14:40;10.17.3.2;buy_gold;46
214;20/09/2017 14:41;10.17.10.10;buy_gold;12
215;20/09/2017 14:42;10.17.7.1;download_file;17
216;20/09/2017 14:43;10.17.8.2;create_account;39
217;20/09/2017 14:43;10.17.1.4;buy_gold;38
218;20/09/2017 14:44;10.17.10.5;create_account;26
219;20/09/2017 14:44;10.17.9.5;create_account;25
220;20/09/2017 14:45;10.17.10.3;buy_gold;38
221;20/09/2017 14:45;10.17.6.9;delete_account;1
222;20/09/2017 14:46;10.17.2.2;download_file;49
223;20/09/2017 14:46;10.17.2.7;buy_gold;11
224;20/09/2017 14:46;10.17.1.10;download_file;30
225;20/09/2017 14:46;10.17.6.5;create_account;46
226;20/09/2017 14:47;10.17.10.9;delete_account;0
227;20/09/2017 14:48;10.17.9.10;buy_gold;44
228;20/09/2017 14:49;10.17.6.2;sell_stocks;2
229;20/09/2017 14:50;10.17.6.4;delete_account;48
230;20/09/2017 14:50;10.17.7.2;create_account;13
231;20/09/2017 14:51;10.17.10.6;create_account;38
232;20/09/2017 14:51;10.17.6.7;download_file;31
233;20/09/2017 14:52;10.17.4.5;sell_stocks;33
234;20/09/2017 14:52;10.17.3.8;buy_gold;39
235;20/09/2017 14:53;10.17.10.2;sell_stocks;2
236;20/09/2017 14:53;10.17.8.10;create_account;49
237;20/09/2017 14:54;10.17.3.4;create_account;40
238;20/09/2017 14:54;10.17.10.1;delete_account;6
239;20/09/2017 14:54;10.17.5.4;create_account;32
240;20/09/2017 14:55;10.17.10.9;download_file;35
241;20/09/2017 14:55;10.17.8.2;delete_account;4
242;20/09/2017 14:56;10.17.6.8;sell_stocks;29
243;20/09/2017 14:57;10.17.2.9;download_file;39
244;20/09/2017 14:57;10.17.9.6;sell_stocks;3
245;20/09/2017 14:57;10.17.9.5;download_file;0
246;20/09/2017 14:57;10.17.3.4;delete_account;22
247;20/09/2017 14:57;10.17.6.3;buy_gold;21
248;20/09/2017 14:58;10.17.10.4;download_file;44
249;20/09/2017 14:59;10.17.4.10;buy_gold;17
250;20/09/2017 15:00;10.17.4.9;buy_gold;4
251;20/09/2017 15:00;10.17.9.2;create_account;3
252;20/09/2017 15:00;10.17.8.10;delete_account;24
253;20/09/2017 15:00;10.17.10.9;sell_stocks;23
254;20/09/2017 15:01;10.17.4.7;buy_gold;28
255;20/09/2017 15:01;10.17.8.8;sell_stocks;2
256;20/09/2017 15:02;10.17.5.4;buy_gold;2
257;20/09/2017 15:02;10.17.9.3;create_account;16
258;20/09/2017 15:03;10.17.3.7;buy_gold;17
259;20/09/2017 15:03;10.17.7.6;sell_stocks;29
260;20/09/2017 15:04;10.17.2.8;create_account;16
261;20/09/2017 15:05;10.17.5.3;delete_account;32
262;20/09/2017 15:05;10.17.2.3;delete_account;49
263;20/09/2017 15:06;10.17.7.3;download_file;23
264;20/09/2017 15:06;10.17.8.4;download_file;18
265;20/09/2017 15:07;10.17.9.2;delete_account;48
266;20/09/2017 15:07;10.17.8.4;buy_gold;49
267;20/09/2017 15:08;10.17.1.4;delete_account;20
268;20/09/2017 15:08;10.17.4.3;download_file;25
269;20/09/2017 15:09;10.17.1.5;sell_stocks;13
270;20/09/2017 15:09;10.17.9.5;buy_gold;42
271;20/09/2017 15:10;10.17.1.2;download_file;9
272;20/09/2017 15:10;10.17.7.1;sell_stocks;2
273;20/09/2017 15:10;10.17.7.3;create_account;49
274;20/09/2017 15:10;10.17.4.5;sell_stocks;6
275;20/09/2017 15:11;10.17.3.10;sell_stocks;26
276;20/09/2017 15:11;10.17.9.5;download_file;7
277;20/09/2017 15:12;10.17.4.4;sell_stocks;36
278;20/09/2017 15:12;10.17.6.7;create_account;42
279;20/09/2017 15:12;10.17.7.3;create_account;40
280;20/09/2017 15:13;10.17.6.2;delete_account;2
281;20/09/2017 15:13;10.17.8.6;create_account;19
282;20/09/2017 15:13;10.17.8.7;delete_account;37
283;20/09/2017 15:14;10.17.3.7;buy_gold;44
284;20/09/2017 15:14;10.17.7.3;sell_stocks;24
285;20/09/2017 15:14;10.17.3.4;download_file;4
286;20/09/2017 15:15;10.17.2.6;create_account;14
287;20/09/2017 15:16;10.17.7.5;sell_stocks;23
288;20/09/2017 15:17;10.17.10.10;create_account;13
289;20/09/2017 15:17;10.17.10.2;sell_stocks;28
290;20/09/2017 15:17;10.17.7.2;sell_stocks;0
291;20/09/2017 15:17;10.17.2.7;create_account;12
292;20/09/2017 15:17;10.17.7.2;buy_gold;4
293;20/09/2017 15:18;10.17.7.6;download_file;32
294;20/09/2017 15:18;10.17.4.2;sell_stocks;13
295;20/09/2017 15:18;10.17.3.8;buy_gold;34
296;20/09/2017 15:18;10.17.5.4;buy_gold;23
297;20/09/2017 15:19;10.17.10.3;buy_gold;22
298;20/09/2017 15:19;10.17.1.7;buy_gold;3
299;20/09/2017 15:20;10.17.10.4;create_account;31
300;20/09/2017 15:21;10.17.2.10;buy_gold;14
301;20/09/2017 15:21;10.17.4.1;sell_stocks;31
302;20/09/2017 15:22;10.17.6.7;create_account;39
303;20/09/2017 15:22;10.17.8.5;delete_account;23
304;20/09/2017 15:22;10.17.1.9;delete_account;32
305;20/09/2017 15:23;10.17.3.8;delete_account;33
306;20/09/2017 15:23;10.17.9.6;delete_account;28
307;20/09/2017 15:24;10.17.8.7;buy_gold;29
308;20/09/2017 15:25;10.17.3.2;sell_stocks;23
309;20/09/2017 15:26;10.17.8.5;download_file;13
310;20/09/2017 15:26;10.17.1.2;buy_gold;28
311;20/09/2017 15:26;10.17.10.7;download_file;11
312;20/09/2017 15:26;10.17.2.7;create_account;0
313;20/09/2017 15:27;10.17.4.1;sell_stocks;0
314;20/09/2017 15:28;10.17.8.3;delete_account;46
315;20/09/2017 15:28;10.17.2.4;sell_stocks;28
316;20/09/2017 15:29;10.17.9.7;delete_account;13
317;20/09/2017 15:29;10.17.5.6;create_account;43
318;20/09/2017 15:29;10.17.1.10;buy_gold;29
319;20/09/2017 15:30;10.17.8.9;download_file;49
320;20/09/2017 15:30;10.17.6.8;delete_account;31
321;20/09/2017 15:31;10.17.9.9;delete_account;41
322;20/09/2017 15:31;10.17.4.8;download_file;48
323;20/09/2017 15:32;10.17.8.1;buy_gold;23
324;20/09/2017 15:33;10.17.2.1;sell_stocks;32
325;20/09/2017 15:33;10.17.1.10;buy_gold;13
326;20/09/2017 15:34;10.17.5.3;sell_stocks;1
327;20/09/2017 15:34;10.17.10.1;create_account;14
328;20/09/2017 15:34;10.17.10.7;download_file;33
329;20/09/2017 15:35;10.17.6.9;download_file;11
330;20/09/2017 15:35;10.17.5.2;download_file;13
331;20/09/2017 15:36;10.17.7.9;create_account;11
332;20/09/2017 15:37;10.17.4.2;delete_account;1
333;20/09/2017 15:37;10.17.8.6;delete_account;38
334;20/09/2017 15:37;10.17.6.5;buy_gold;13
335;20/09/2017 15:38;10.17.6.4;download_file;38
336;20/09/2017 15:38;10.17.8.9;create_account;23
337;20/09/2017 15:39;10.17.1.3;download_file;13
338;20/09/2017 15:40;10.17.4.5;sell_stocks;40
339;20/09/2017 15:40;10.17.8.4;delete_account;37
340;20/09/2017 15:41;10.17.6.10;download_file;13
341;20/09/2017 15:42;10.17.3.8;download_file;19
342;20/09/2017 15:42;10.17.6.4;buy_gold;20
343;20/09/2017 15:42;10.17.9.2;delete_account;28
344;20/09/2017 15:42;10.17.3.4;buy_gold;19
345;20/09/2017 15:42;10.17.9.10;delete_account;32
346;20/09/2017 15:43;10.17.7.2;create_account;23
347;20/09/2017 15:44;10.17.1.8;delete_account;1
348;20/09/2017 15:44;10.17.3.6;delete_account;17
349;20/09/2017 15:44;10.17.6.8;create_account;44
350;20/09/2017 15:45;10.17.2.2;download_file;18
351;20/09/2017 15:45;10.17.3.2;sell_stocks;38
352;20/09/2017 15:46;10.17.9.7;download_file;39
353;20/09/2017 15:46;10.17.8.7;delete_account;28
354;20/09/2017 15:47;10.17.8.8;sell_stocks;16
355;20/09/2017 15:48;10.17.7.3;buy_gold;29
356;20/09/2017 15:48;10.17.8.4;buy_gold;31
357;20/09/2017 15:48;10.17.4.2;create_account;15
358;20/09/2017 15:49;10.17.10.3;buy_gold;49
359;20/09/2017 15:49;10.17.7.7;sell_stocks;14
360;20/09/2017 15:50;10.17.1.1;delete_account;38
361;20/09/2017 15:51;10.17.6.8;sell_stocks;1
362;20/09/2017 15:51;10.17.4.7;download_file;5
363;20/09/2017 15:51;10.17.8.6;delete_account;47
364;20/09/2017 15:52;10.17.8.5;create_account;11
365;20/09/2017 15:52;10.17.1.4;download_file;8
366;20/09/2017 15:52;10.17.6.2;sell_stocks;15
367;20/09/2017 15:53;10.17.9.1;delete_account;28
368;20/09/2017 15:53;10.17.4.4;create_account;9
369;20/09/2017 15:54;10.17.5.7;sell_stocks;36
370;20/09/2017 15:55;10.17.4.8;sell_stocks;21
371;20/09/2017 15:55;10.17.6.10;download_file;40
372;20/09/2017 15:55;10.17.10.2;sell_stocks;15
373;20/09/2017 15:56;10.17.1.9;download_file;25
374;20/09/2017 15:56;10.17.1.2;sell_stocks;15
375;20/09/2017 15:57;10.17.3.1;buy_gold;43
376;20/09/2017 15:57;10.17.3.10;delete_account;15
377;20/09/2017 15:58;10.17.4.2;download_file;24
378;20/09/2017 15:59;10.17.3.8;sell_stocks;12
379;20/09/2017 15:59;10.17.10.7;sell_stocks;24
380;20/09/2017 15:59;10.17.2.10;download_file;26
381;20/09/2017 15:59;10.17.7.7;download_file;40
382;20/09/2017 16:00;10.17.9.3;create_account;9
383;20/09/2017 16:00;10.17.9.5;download_file;8
384;20/09/2017 16:01;10.17.7.7;sell_stocks;39
385;20/09/2017 16:01;10.17.3.10;delete_account;36
386;20/09/2017 16:02;10.17.9.3;buy_gold;38
387;20/09/2017 16:02;10.17.9.1;buy_gold;36
388;20/09/2017 16:02;10.17.7.8;delete_account;16
389;20/09/2017 16:03;10.17.10.5;create_account;46
390;20/09/2017 16:03;10.17.1.9;sell_stocks;9
391;20/09/2017 16:04;10.17.2.7;buy_gold;14
392;20/09/2017 16:04;10.17.10.1;sell_stocks;42
393;20/09/2017 16:05;10.17.9.8;create_account;40
394;20/09/2017 16:06;10.17.1.1;download_file;4
395;20/09/2017 16:06;10.17.5.9;delete_account;1
396;20/09/2017 16:07;10.17.7.1;download_file;7
397;20/09/2017 16:07;10.17.1.5;sell_stocks;33
398;20/09/2017 16:07;10.17.6.3;delete_account;26
399;20/09/2017 16:08;10.17.4.4;delete_account;39
400;20/09/2017 16:08;10.17.6.4;download_file;12
401;20/09/2017 16:09;10.17.2.3;create_account;19
402;20/09/2017 16:09;10.17.5.1;download_file;3
403;20/09/2017 16:10;10.17.3.3;delete_account;33
404;20/09/2017 16:10;10.17.8.9;buy_gold;37
405;20/09/2017 16:10;10.17.10.3;sell_stocks;28
406;20/09/2017 16:11;10.17.8.5;delete_account;48
407;20/09/2017 16:11;10.17.3.6;download_file;10
408;20/09/2017 16:11;10.17.5.1;download_file;28
409;20/09/2017 16:11;10.17.7.6;buy_gold;48
410;20/09/2017 16:11;10.17.4.4;create_account;5
411;20/09/2017 16:12;10.17.7.3;download_file;33
412;20/09/2017 16:13;10.17.4.7;buy_gold;33
413;20/09/2017 16:14;10.17.8.1;delete_account;5
414;20/09/2017 16:14;10.17.10.3;delete_account;48
415;20/09/2017 16:15;10.17.8.3;create_account;16
416;20/09/2017 16:15;10.17.1.5;delete_account;42
417;20/09/2017 16:15;10.17.4.4;buy_gold;0
418;20/09/2017 16:16;10.17.10.1;buy_gold;11
419;20/09/2017 16:17;10.17.6.2;sell_stocks;16
420;20/09/2017 16:18;10.17.3.10;download_file;12
421;20/09/2017 16:18;10.17.2.4;create_account;19
422;20/09/2017 16:19;10.17.10.6;sell_stocks;6
423;20/09/2017 16:20;10.17.1.8;buy_gold;2
424;20/09/2017 16:20;10.17.3.3;buy_gold;29
425;20/09/2017 16:21;10.17.2.10;create_account;21
426;20/09/2017 16:21;10.17.7.8;download_file;40
427;20/09/2017 16:21;10.17.4.8;sell_stocks;28
428;20/09/2017 16:21;10.17.5.10;sell_stocks;37
429;20/09/2017 16:21;10.17.10.6;sell_stocks;28
430;20/09/2017 16:22;10.17.4.2;buy_gold;3
431;20/09/2017 16:23;10.17.1.4;create_account;12
432;20/09/2017 16:23;10.17.3.2;create_account;25
433;20/09/2017 16:24;10.17.4.7;delete_account;30
434;20/09/2017 16:24;10.17.6.6;delete_account;27
435;20/09/2017 16:25;10.17.9.2;download_file;34
436;20/09/2017 16:26;10.17.1.9;sell_stocks;42
437;20/09/2017 16:26;10.17.7.5;create_account;34
438;20/09/2017 16:26;10.17.9.9;buy_gold;20
439;20/09/2017 16:27;10.17.10.6;delete_account;31
440;20/09/2017 16:28;10.17.9.4;sell_stocks;28
441;20/09/2017 16:29;10.17.10.3;create_account;48
442;20/09/2017 16:29;10.17.3.9;download_file;39
443;20/09/2017 16:29;10.17.3.1;create_account;17
444;20/09/2017 16:30;10.17.6.6;delete_account;9
445;20/09/2017 16:30;10.17.10.5;buy_gold;44
446;20/09/2017 16:31;10.17.3.1;download_file;29
447;20/09/2017 16:31;10.17.3.7;download_file;20
448;20/09/2017 16:32;10.17.3.2;create_account;42
449;20/09/2017 16:32;10.17.5.4;sell_stocks;6
450;20/09/2017 16:32;10.17.3.8;buy_gold;24
451;20/09/2017 16:33;10.17.4.7;create_account;25
452;20/09/2017 16:33;10.17.8.5;delete_account;35
453;20/09/2017 16:33;10.17.5.7;download_file;17
454;20/09/2017 16:34;10.17.6.10;create_account;4
455;20/09/2017 16:35;10.17.6.6;buy_gold;30
456;20/09/2017 16:36;10.17.4.1;sell_stocks;42
457;20/09/2017 16:36;10.17.1.6;sell_stocks;14
458;20/09/2017 16:36;10.17.3.10;buy_gold;42
459;20/09/2017 16:37;10.17.5.8;download_file;42
460;20/09/2017 16:38;10.17.6.8;download_file;44
461;20/09/2017 16:38;10.17.7.9;buy_gold;10
462;20/09/2017 16:38;10.17.9.6;create_account;0
463;20/09/2017 16:38;10.17.6.1;sell_stocks;37
464;20/09/2017 16:39;10.17.10.4;delete_account;8
465;20/09/2017 16:39;10.17.8.1;download_file;30
466;20/09/2017 16:40;10.17.4.4;download_file;38
467;20/09/2017 16:41;10.17.2.8;buy_gold;33
468;20/09/2017 16:41;10.17.1.8;sell_stocks;12
469;20/09/2017 16:41;10.17.10.7;delete_account;37
470;20/09/2017 16:42;10.17.9.6;create_account;10
471;20/09/2017 16:42;10.17.3.4;delete_account;21
472;20/09/2017 16:43;10.17.2.6;create_account;4
473;20/09/2017 16:44;10.17.1.4;delete_account;20
474;20/09/2017 16:44;10.17.9.10;sell_stocks;42
475;20/09/2017 16:45;10.17.3.2;sell_stocks;35
476;20/09/2017 16:45;10.17.10.2;download_file;38
477;20/09/2017 16:46;10.17.2.9;buy_gold;17
478;20/09/2017 16:47;10.17.4.10;delete_account;41
479;20/09/2017 16:47;10.17.4.1;delete_account;6
480;20/09/2017 16:48;10.17.4.4;create_account;3
481;20/09/2017 16:48;10.17.2.9;sell_stocks;28
482;20/09/2017 16:48;10.17.2.3;download_file;45
483;20/09/2017 16:49;10.17.2.4;download_file;25
484;20/09/2017 16:49;10.17.6.6;create_account;10
485;20/09/2017 16:49;10.17.10.9;download_file;43
486;20/09/2017 16:50;10.17.4.9;sell_stocks;0
487;20/09/2017 16:51;10.17.10.7;buy_gold;6
488;20/09/2017 16:51;10.17.10.8;buy_gold;19
489;20/09/2017 16:52;10.17.1.5;download_file;42
490;20/09/2017 16:52;10.17.3.4;delete_account;9
491;20/09/2017 16:53;10.17.6.4;create_account;10
492;20/09/2017 16:54;10.17.4.8;create_account;45
493;20/09/2017 16:55;10.17.1.4;delete_account;26
