timestamp;ip_address;trx_type;response_time
20/09/2017 14:13;10.17.2.9;buy_gold;34
20/09/2017 14:14;10.17.10.4;download_file;5
20/09/2017 14:14;10.17.10.3;sell_stocks;35
20/09/2017 14:15;10.17.3.3;buy_gold;13
20/09/2017 14:15;10.17.1.5;buy_gold;21
20/09/2017 14:16;10.17.7.2;delete_account;45
20/09/2017 14:16;10.17.10.3;buy_gold;6
20/09/2017 14:16;10.17.2.3;download_file;46
20/09/2017 14:17;10.17.7.2;create_account;1
20/09/2017 14:17;10.17.2.5;sell_stocks;11
20/09/2017 14:18;10.17.6.3;delete_account;20
20/09/2017 14:18;10.17.5.5;delete_account;42
20/09/2017 14:19;10.17.9.8;buy_gold;4
20/09/2017 14:19;10.17.10.8;create_account;49
20/09/2017 14:20;10.17.2.9;delete_account;5
20/09/2017 14:20;10.17.4.10;buy_gold;21
20/09/2017 14:21;10.17.2.1;buy_gold;18
20/09/2017 14:21;10.17.7.1;create_account;13
20/09/2017 14:22;10.17.6.1;create_account;20
20/09/2017 14:22;10.17.7.5;delete_account;39
20/09/2017 14:22;10.17.8.9;delete_account;8
20/09/2017 14:22;10.17.2.3;sell_stocks;34
20/09/2017 14:23;10.17.1.4;sell_stocks;36
20/09/2017 14:24;10.17.7.5;buy_gold;13
20/09/2017 14:24;10.17.1.10;download_file;0
20/09/2017 14:24;10.17.8.9;sell_stocks;30
20/09/2017 14:25;10.17.2.7;create_account;28
20/09/2017 14:26;10.17.8.3;buy_gold;3
20/09/2017 14:26;10.17.4.3;sell_stocks;1
20/09/2017 14:27;10.17.6.4;download_file;13
20/09/2017 14:27;10.17.4.2;buy_gold;2
20/09/2017 14:28;10.17.4.6;buy_gold;49
20/09/2017 14:28;10.17.10.9;delete_account;0
20/09/2017 14:29;10.17.5.3;download_file;37
20/09/2017 14:29;10.17.4.5;buy_gold;23
20/09/2017 14:29;10.17.7.6;buy_gold;45
20/09/2017 14:30;10.17.6.3;buy_gold;17
20/09/2017 14:30;10.17.4.7;sell_stocks;3
20/09/2017 14:30;10.17.10.1;sell_stocks;0
20/09/2017 14:31;10.17.4.6;create_account;3
20/09/2017 14:31;10.17.6.9;create_account;11
20/09/2017 14:32;10.17.5.4;sell_stocks;20
20/09/2017 14:32;10.17.3.2;sell_stocks;20
20/09/2017 14:33;10.17.3.10;sell_stocks;7
20/09/2017 14:34;10.17.5.7;delete_account;28
20/09/2017 14:35;10.17.8.6;buy_gold;3
20/09/2017 14:35;10.17.6.4;buy_gold;7
20/09/2017 14:35;10.17.8.10;download_file;0
20/09/2017 14:36;10.17.4.10;download_file;27
20/09/2017 14:37;10.17.9.4;download_file;37
20/09/2017 14:37;10.17.6.8;buy_gold;11
20/09/2017 14:38;10.17.2.8;buy_gold;39
20/09/2017 14:38;10.17.6.3;sell_stocks;49
20/09/2017 14:38;10.17.1.8;buy_gold;3
20/09/2017 14:39;10.17.7.9;delete_account;6
20/09/2017 14:39;10.17.2.7;delete_account;15
20/09/2017 14:40;10.17.9.5;delete_account;34
20/09/2017 14:40;10.17.3.5;delete_account;45
20/09/2017 14:40;10.17.1.7;create_account;2
20/09/2017 14:41;10.17.9.5;download_file;38
20/09/2017 14:42;10.17.8.9;create_account;34
20/09/2017 14:43;10.17.2.10;buy_gold;47
20/09/2017 14:43;10.17.9.5;delete_account;41
20/09/2017 14:43;10.17.1.8;buy_gold;17
20/09/2017 14:44;10.17.3.2;create_account;46
20/09/2017 14:44;10.17.2.9;download_file;21
20/09/2017 14:45;10.17.8.1;sell_stocks;9
20/09/2017 14:46;10.17.2.5;delete_account;9
20/09/2017 14:46;10.17.3.7;create_account;32
20/09/2017 14:46;10.17.7.3;sell_stocks;39
20/09/2017 14:47;10.17.9.10;buy_gold;29
20/09/2017 14:47;10.17.5.2;download_file;6
20/09/2017 14:48;10.17.9.5;download_file;28
20/09/2017 14:49;10.17.5.10;buy_gold;40
20/09/2017 14:49;10.17.7.4;sell_stocks;33
20/09/2017 14:49;10.17.5.9;download_file;2
20/09/2017 14:50;10.17.8.6;buy_gold;13
20/09/2017 14:50;10.17.3.9;delete_account;38
20/09/2017 14:50;10.17.1.2;sell_stocks;23
20/09/2017 14:51;10.17.9.9;create_account;7
20/09/2017 14:51;10.17.9.8;download_file;32
20/09/2017 14:52;10.17.10.9;delete_account;15
20/09/2017 14:53;10.17.1.5;download_file;27
20/09/2017 14:53;10.17.9.6;delete_account;12
20/09/2017 14:53;10.17.9.1;buy_gold;36
20/09/2017 14:54;10.17.4.3;download_file;10
20/09/2017 14:54;10.17.8.3;sell_stocks;24
20/09/2017 14:55;10.17.7.1;delete_account;41
20/09/2017 14:56;10.17.10.3;sell_stocks;15
20/09/2017 14:57;10.17.8.3;delete_account;39
20/09/2017 14:57;10.17.7.5;sell_stocks;12
20/09/2017 14:57;10.17.4.10;create_account;1
20/09/2017 14:57;10.17.5.10;create_account;13
20/09/2017 14:58;10.17.5.1;buy_gold;20
20/09/2017 14:58;10.17.4.7;delete_account;15
20/09/2017 14:59;10.17.1.6;download_file;45
20/09/2017 14:59;10.17.10.10;create_account;17
20/09/2017 14:59;10.17.6.3;buy_gold;37
20/09/2017 15:00;10.17.9.3;create_account;5
20/09/2017 15:00;10.17.2.6;create_account;32
20/09/2017 15:01;10.17.8.4;create_account;30
20/09/2017 15:01;10.17.7.10;delete_account;45
20/09/2017 15:01;10.17.4.9;buy_gold;33
20/09/2017 15:01;10.17.5.2;create_account;13
20/09/2017 15:02;10.17.4.4;download_file;21
20/09/2017 15:03;10.17.2.5;download_file;30
20/09/2017 15:03;10.17.8.8;buy_gold;17
20/09/2017 15:04;10.17.8.10;create_account;34
20/09/2017 15:05;10.17.10.6;buy_gold;0
20/09/2017 15:06;10.17.6.6;create_account;13
20/09/2017 15:06;10.17.5.5;sell_stocks;27
20/09/2017 15:07;10.17.9.7;delete_account;42
20/09/2017 15:07;10.17.8.5;create_account;42
20/09/2017 15:07;10.17.3.4;delete_account;28
20/09/2017 15:08;10.17.8.7;delete_account;49
20/09/2017 15:09;10.17.8.7;sell_stocks;2
20/09/2017 15:10;10.17.10.6;buy_gold;22
20/09/2017 15:10;10.17.8.2;download_file;43
20/09/2017 15:10;10.17.6.6;create_account;41
20/09/2017 15:11;10.17.4.1;create_account;31
20/09/2017 15:11;10.17.1.2;delete_account;3
20/09/2017 15:12;10.17.3.3;buy_gold;40
20/09/2017 15:12;10.17.1.8;sell_stocks;2
20/09/2017 15:13;10.17.2.6;buy_gold;26
20/09/2017 15:13;10.17.9.8;sell_stocks;2
20/09/2017 15:14;10.17.4.5;download_file;41
20/09/2017 15:14;10.17.2.9;create_account;0
20/09/2017 15:14;10.17.8.3;sell_stocks;40
20/09/2017 15:14;10.17.3.1;sell_stocks;38
20/09/2017 15:14;10.17.8.1;sell_stocks;35
20/09/2017 15:14;10.17.10.9;download_file;47
20/09/2017 15:15;10.17.7.5;delete_account;47
20/09/2017 15:16;10.17.9.5;create_account;8
20/09/2017 15:16;10.17.6.8;delete_account;7
20/09/2017 15:17;10.17.4.3;download_file;18
20/09/2017 15:18;10.17.4.6;sell_stocks;15
20/09/2017 15:18;10.17.9.6;create_account;14
20/09/2017 15:19;10.17.5.6;sell_stocks;48
20/09/2017 15:19;10.17.2.10;create_account;34
20/09/2017 15:19;10.17.9.9;delete_account;20
20/09/2017 15:20;10.17.9.9;delete_account;37
20/09/2017 15:20;10.17.6.2;delete_account;35
20/09/2017 15:21;10.17.6.7;download_file;23
20/09/2017 15:21;10.17.4.1;sell_stocks;22
20/09/2017 15:22;10.17.8.3;delete_account;34
20/09/2017 15:22;10.17.10.10;buy_gold;13
20/09/2017 15:22;10.17.2.9;buy_gold;5
20/09/2017 15:22;10.17.5.7;buy_gold;40
20/09/2017 15:23;10.17.3.7;sell_stocks;19
20/09/2017 15:24;10.17.4.5;buy_gold;38
20/09/2017 15:24;10.17.5.4;download_file;0
20/09/2017 15:25;10.17.7.9;create_account;45
20/09/2017 15:25;10.17.10.2;delete_account;33
20/09/2017 15:25;10.17.9.7;buy_gold;39
20/09/2017 15:26;10.17.9.10;buy_gold;32
20/09/2017 15:26;10.17.7.10;buy_gold;39
20/09/2017 15:26;10.17.3.6;sell_stocks;32
20/09/2017 15:26;10.17.3.1;delete_account;27
20/09/2017 15:27;10.17.5.4;buy_gold;48
20/09/2017 15:27;10.17.10.5;create_account;29
20/09/2017 15:28;10.17.2.8;sell_stocks;3
20/09/2017 15:29;10.17.6.4;delete_account;6
20/09/2017 15:30;10.17.4.2;sell_stocks;37
20/09/2017 15:31;10.17.10.9;delete_account;17
20/09/2017 15:31;10.17.1.4;sell_stocks;35
20/09/2017 15:32;10.17.10.10;sell_stocks;22
20/09/2017 15:32;10.17.4.1;create_account;43
20/09/2017 15:33;10.17.7.3;download_file;14
20/09/2017 15:34;10.17.8.5;buy_gold;40
20/09/2017 15:35;10.17.1.2;delete_account;2
20/09/2017 15:35;10.17.3.3;delete_account;5
20/09/2017 15:36;10.17.2.4;sell_stocks;44
20/09/2017 15:36;10.17.9.4;delete_account;31
20/09/2017 15:37;10.17.8.1;sell_stocks;36
20/09/2017 15:38;10.17.7.8;create_account;14
20/09/2017 15:38;10.17.5.6;create_account;31
20/09/2017 15:38;10.17.7.7;buy_gold;23
20/09/2017 15:39;10.17.6.2;buy_gold;19
20/09/2017 15:39;10.17.8.8;sell_stocks;37
20/09/2017 15:40;10.17.1.4;buy_gold;6
20/09/2017 15:40;10.17.6.3;buy_gold;22
20/09/2017 15:40;10.17.8.4;create_account;10
20/09/2017 15:40;10.17.5.2;download_file;16
20/09/2017 15:40;10.17.6.6;sell_stocks;40
20/09/2017 15:40;10.17.6.5;buy_gold;31
20/09/2017 15:41;10.17.3.9;create_account;12
20/09/2017 15:42;10.17.1.7;sell_stocks;25
20/09/2017 15:42;10.17.7.10;delete_account;12
20/09/2017 15:43;10.17.10.4;download_file;28
20/09/2017 15:43;10.17.3.9;buy_gold;27
20/09/2017 15:44;10.17.3.1;buy_gold;17
20/09/2017 15:45;10.17.3.4;buy_gold;3
20/09/2017 15:45;10.17.4.7;download_file;10
20/09/2017 15:46;10.17.10.2;download_file;44
20/09/2017 15:46;10.17.4.4;create_account;49
20/09/2017 15:47;10.17.7.5;buy_gold;46
20/09/2017 15:47;10.17.9.6;buy_gold;25
20/09/2017 15:47;10.17.5.6;sell_stocks;15
20/09/2017 15:48;10.17.8.5;download_file;21
20/09/2017 15:48;10.17.2.8;sell_stocks;11
20/09/2017 15:49;10.17.10.9;delete_account;5
20/09/2017 15:50;10.17.3.1;create_account;2
20/09/2017 15:50;10.17.1.9;sell_stocks;1
20/09/2017 15:51;10.17.6.6;create_account;37
20/09/2017 15:52;10.17.5.5;download_file;19
20/09/2017 15:52;10.17.8.3;download_file;25
20/09/2017 15:52;10.17.3.6;create_account;27
20/09/2017 15:53;10.17.9.10;sell_stocks;9
20/09/2017 15:53;10.17.7.3;delete_account;8
20/09/2017 15:53;10.17.5.9;sell_stocks;1
20/09/2017 15:54;10.17.3.10;sell_stocks;37
20/09/2017 15:54;10.17.5.4;download_file;12
20/09/2017 15:54;10.17.6.4;download_file;17
20/09/2017 15:54;10.17.7.9;download_file;40
20/09/2017 15:55;10.17.2.1;delete_account;38
20/09/2017 15:55;10.17.2.9;buy_gold;21
20/09/2017 15:56;10.17.8.1;buy_gold;45
20/09/2017 15:56;10.17.3.9;sell_stocks;45
20/09/2017 15:56;10.17.3.10;download_file;11
20/09/2017 15:56;10.17.4.2;sell_stocks;9
20/09/2017 15:56;10.17.1.7;download_file;1
20/09/2017 15:57;10.17.2.10;create_account;33
20/09/2017 15:57;10.17.6.6;create_account;29
20/09/2017 15:58;10.17.6.2;delete_account;28
20/09/2017 15:59;10.17.6.10;download_file;11
20/09/2017 15:59;10.17.9.6;buy_gold;26
20/09/2017 15:59;10.17.10.6;create_account;38
20/09/2017 16:00;10.17.8.9;buy_gold;23
20/09/2017 16:01;10.17.2.8;delete_account;24
20/09/2017 16:02;10.17.8.2;buy_gold;44
20/09/2017 16:02;10.17.5.4;create_account;15
20/09/2017 16:03;10.17.10.2;delete_account;31
20/09/2017 16:03;10.17.1.10;buy_gold;48
20/09/2017 16:03;10.17.4.5;delete_account;1
20/09/2017 16:04;10.17.5.7;buy_gold;6
20/09/2017 16:05;10.17.7.1;download_file;23
20/09/2017 16:06;10.17.7.1;create_account;29
20/09/2017 16:07;10.17.4.9;create_account;4
20/09/2017 16:07;10.17.9.4;sell_stocks;11
20/09/2017 16:08;10.17.5.7;delete_account;17
20/09/2017 16:08;10.17.8.8;delete_account;21
20/09/2017 16:09;10.17.6.10;delete_account;10
20/09/2017 16:10;10.17.8.3;create_account;14
20/09/2017 16:10;10.17.8.3;create_account;4
20/09/2017 16:11;10.17.9.2;create_account;2
20/09/2017 16:11;10.17.7.4;download_file;46
20/09/2017 16:12;10.17.3.7;delete_account;26
20/09/2017 16:12;10.17.3.4;buy_gold;10
20/09/2017 16:13;10.17.6.4;download_file;13
20/09/2017 16:13;10.17.1.3;create_account;23
20/09/2017 16:13;10.17.10.5;download_file;9
20/09/2017 16:14;10.17.5.3;buy_gold;4
20/09/2017 16:14;10.17.4.10;sell_stocks;8
20/09/2017 16:15;10.17.10.10;create_account;2
20/09/2017 16:16;10.17.7.5;sell_stocks;19
20/09/2017 16:16;10.17.4.10;delete_account;45
20/09/2017 16:16;10.17.10.10;download_file;33
20/09/2017 16:17;10.17.1.9;sell_stocks;7
20/09/2017 16:17;10.17.3.6;buy_gold;44
20/09/2017 16:18;10.17.9.6;create_account;46
20/09/2017 16:19;10.17.2.7;sell_stocks;43
20/09/2017 16:19;10.17.8.6;delete_account;21
20/09/2017 16:20;10.17.10.10;download_file;26
20/09/2017 16:20;10.17.1.10;download_file;26
20/09/2017 16:21;10.17.3.1;delete_account;13
20/09/2017 16:21;10.17.3.1;buy_gold;3
20/09/2017 16:22;10.17.9.8;sell_stocks;3
20/09/2017 16:23;10.17.10.6;download_file;32
20/09/2017 16:24;10.17.1.3;download_file;3
20/09/2017 16:24;10.17.7.2;sell_stocks;44
20/09/2017 16:25;10.17.6.10;sell_stocks;17
20/09/2017 16:25;10.17.1.5;buy_gold;11
20/09/2017 16:26;10.17.3.3;buy_gold;15
20/09/2017 16:26;10.17.5.6;delete_account;14
20/09/2017 16:27;10.17.8.9;download_file;13
20/09/2017 16:27;10.17.10.9;sell_stocks;39
20/09/2017 16:28;10.17.5.2;sell_stocks;12
20/09/2017 16:29;10.17.9.8;create_account;2
20/09/2017 16:30;10.17.8.2;download_file;3
20/09/2017 16:30;10.17.7.1;create_account;25
20/09/2017 16:30;10.17.3.9;buy_gold;48
20/09/2017 16:30;10.17.2.2;create_account;3
20/09/2017 16:31;10.17.8.9;download_file;41
20/09/2017 16:32;10.17.10.7;download_file;8
20/09/2017 16:33;10.17.10.3;sell_stocks;25
20/09/2017 16:33;10.17.9.7;download_file;43
20/09/2017 16:34;10.17.1.10;create_account;30
20/09/2017 16:34;10.17.5.8;delete_account;37
20/09/2017 16:35;10.17.10.4;sell_stocks;18
20/09/2017 16:36;10.17.10.9;delete_account;3
20/09/2017 16:36;10.17.7.10;create_account;19
20/09/2017 16:36;10.17.1.6;create_account;20
20/09/2017 16:37;10.17.8.1;create_account;14
20/09/2017 16:37;10.17.1.10;buy_gold;3
20/09/2017 16:37;10.17.2.6;download_file;49
20/09/2017 16:38;10.17.6.9;create_account;18
20/09/2017 16:38;10.17.1.8;sell_stocks;41
20/09/2017 16:38;10.17.7.10;download_file;44
20/09/2017 16:39;10.17.8.4;download_file;27
20/09/2017 16:40;10.17.8.6;sell_stocks;24
20/09/2017 16:40;10.17.3.7;create_account;17
20/09/2017 16:40;10.17.1.4;sell_stocks;44
20/09/2017 16:40;10.17.8.5;download_file;25
20/09/2017 16:41;10.17.1.2;delete_account;8
20/09/2017 16:42;10.17.2.9;download_file;5
20/09/2017 16:42;10.17.4.4;buy_gold;26
20/09/2017 16:43;10.17.9.9;buy_gold;28
20/09/2017 16:43;10.17.9.9;download_file;34
20/09/2017 16:44;10.17.8.7;download_file;41
20/09/2017 16:45;10.17.3.10;delete_account;41
20/09/2017 16:46;10.17.5.9;download_file;43
20/09/2017 16:46;10.17.3.8;delete_account;41
20/09/2017 16:46;10.17.4.6;buy_gold;26
20/09/2017 16:46;10.17.6.8;download_file;46
20/09/2017 16:47;10.17.5.10;download_file;25
20/09/2017 16:47;10.17.3.4;delete_account;36
20/09/2017 16:48;10.17.1.1;delete_account;13
20/09/2017 16:48;10.17.8.6;create_account;32
20/09/2017 16:49;10.17.7.4;create_account;15
20/09/2017 16:49;10.17.2.1;create_account;47
20/09/2017 16:50;10.17.1.10;sell_stocks;47
20/09/2017 16:50;10.17.3.5;buy_gold;48
20/09/2017 16:51;10.17.8.6;download_file;44
20/09/2017 16:52;10.17.7.5;buy_gold;27
20/09/2017 16:53;10.17.8.3;download_file;15
20/09/2017 16:53;10.17.2.1;delete_account;27
20/09/2017 16:53;10.17.8.3;buy_gold;28
20/09/2017 16:54;10.17.8.10;sell_stocks;10
20/09/2017 16:55;10.17.3.4;create_account;31
20/09/2017 16:55;10.17.4.9;sell_stocks;12
20/09/2017 16:56;10.17.10.10;sell_stocks;12
20/09/2017 16:56;10.17.3.3;download_file;38
20/09/2017 16:56;10.17.7.10;create_account;17
20/09/2017 16:57;10.17.8.5;download_file;14
20/09/2017 16:57;10.17.9.4;download_file;30
20/09/2017 16:58;10.17.7.8;sell_stocks;45
20/09/2017 16:59;10.17.5.6;delete_account;34
20/09/2017 16:59;10.17.3.3;sell_stocks;4
20/09/2017 16:59;10.17.9.4;buy_gold;9
20/09/2017 17:00;10.17.1.5;buy_gold;49
20/09/2017 17:00;10.17.7.4;sell_stocks;36
20/09/2017 17:01;10.17.2.9;delete_account;16
20/09/2017 17:01;10.17.5.2;delete_account;17
20/09/2017 17:02;10.17.8.5;delete_account;35
20/09/2017 17:02;10.17.6.6;create_account;35
20/09/2017 17:02;10.17.10.6;download_file;2
20/09/2017 17:03;10.17.3.9;delete_account;18
20/09/2017 17:03;10.17.3.2;buy_gold;8
20/09/2017 17:04;10.17.7.8;create_account;38
20/09/2017 17:05;10.17.8.7;download_file;17
20/09/2017 17:06;10.17.9.2;buy_gold;48
20/09/2017 17:06;10.17.9.7;create_account;43
20/09/2017 17:06;10.17.5.3;create_account;19
20/09/2017 17:07;10.17.8.2;create_account;19
20/09/2017 17:07;10.17.1.6;download_file;19
20/09/2017 17:08;10.17.5.9;create_account;43
20/09/2017 17:09;10.17.5.5;buy_gold;30
20/09/2017 17:09;10.17.9.6;create_account;36
20/09/2017 17:10;10.17.1.1;delete_account;48
20/09/2017 17:10;10.17.2.5;buy_gold;48
20/09/2017 17:11;10.17.5.1;create_account;15
20/09/2017 17:11;10.17.9.8;download_file;46
20/09/2017 17:11;10.17.6.3;download_file;15
20/09/2017 17:12;10.17.5.9;buy_gold;43
20/09/2017 17:13;10.17.8.7;delete_account;49
20/09/2017 17:13;10.17.5.3;buy_gold;12
20/09/2017 17:14;10.17.10.3;create_account;39
20/09/2017 17:14;10.17.7.8;delete_account;32
20/09/2017 17:15;10.17.7.5;download_file;39
20/09/2017 17:15;10.17.5.4;sell_stocks;29
